DFT, Frequency Response Magnitude
3116.93, 20.704782
3122.31, 20.694832
3127.70, 20.688694
3133.08, 20.684063
3138.46, 20.664957
3143.85, 20.671747
3149.23, 20.650682
3154.61, 20.647997
3160.00, 20.632713
3165.38, 20.623768
3170.76, 20.626713
3176.15, 20.602591
3181.53, 20.598057
3186.91, 20.589184
3192.30, 20.576948
3197.68, 20.575546
3203.06, 20.565310
3208.45, 20.555849
3213.83, 20.548506
3219.21, 20.539751
3224.60, 20.526810
3229.98, 20.519251
3235.36, 20.507219
3240.75, 20.499474
3246.13, 20.486286
3251.51, 20.481565
3256.90, 20.474695
3262.28, 20.466728
3267.66, 20.458662
3273.05, 20.449036
3278.43, 20.442572
3283.81, 20.428160
3289.20, 20.422989
3294.58, 20.415068
3299.96, 20.411482
3305.35, 20.397682
3310.73, 20.382532
3316.11, 20.371799
3321.50, 20.368612
3326.88, 20.357454
3332.26, 20.356398
3337.65, 20.343391
3343.03, 20.331291
3348.41, 20.322878
3353.80, 20.314941
3359.18, 20.303965
3364.56, 20.300938
3369.95, 20.293249
3375.33, 20.276913
3380.71, 20.278343
3386.10, 20.260387
3391.48, 20.259686
3396.86, 20.245413
3402.25, 20.235266
3407.63, 20.229065
3413.01, 20.217552
3418.40, 20.206985
3423.78, 20.205345
3429.16, 20.198963
3434.55, 20.183960
3439.93, 20.179539
3445.31, 20.170521
3450.70, 20.156649
3456.08, 20.148754
3461.46, 20.142740
3466.85, 20.136194
3472.23, 20.127804
3477.61, 20.113157
3483.00, 20.110655
3488.38, 20.097761
3493.76, 20.090776
3499.15, 20.075117
3504.53, 20.068296
3509.91, 20.064558
3515.30, 20.050323
3520.68, 20.045847
3526.06, 20.035902
3531.45, 20.030939
3536.83, 20.016293
3542.21, 20.012417
3547.60, 19.997955
3552.98, 19.991896
3558.36, 19.988771
3563.75, 19.978182
3569.13, 19.974852
3574.51, 19.952585
3579.90, 19.952610
3585.28, 19.941635
3590.66, 19.935108
3596.04, 19.920147
3601.43, 19.918930
3606.81, 19.908693
3612.19, 19.893957
3617.58, 19.890436
3622.96, 19.883541
3628.34, 19.873959
3633.73, 19.869244
3639.11, 19.855097
3644.49, 19.851055
3649.88, 19.843859
3655.26, 19.827072
3660.64, 19.813757
3666.03, 19.814758
3671.41, 19.808863
3676.79, 19.797333
3682.18, 19.790949
3687.56, 19.774467
3692.94, 19.767958
3698.33, 19.764990
3703.71, 19.755428
3709.09, 19.736897
3714.48, 19.732412
3719.86, 19.741316
3725.24, 19.721712
3730.63, 19.711714
3736.01, 19.703260
3741.39, 19.689554
3746.78, 19.690716
3752.16, 19.672676
3757.54, 19.671688
3762.93, 19.664864
3768.31, 19.651253
3773.69, 19.650150
3779.08, 19.633743
3784.46, 19.627645
3789.84, 19.620102
3795.23, 19.617584
3800.61, 19.606657
3805.99, 19.594637
3811.38, 19.588823
3816.76, 19.579401
3822.14, 19.573847
3827.53, 19.566652
3832.91, 19.551361
3838.29, 19.545364
3843.68, 19.540434
3849.06, 19.529398
3854.44, 19.522524
3859.83, 19.514280
3865.21, 19.505095
3870.59, 19.487425
3875.98, 19.473146
3881.36, 19.483267
3886.74, 19.468815
3892.13, 19.466351
3897.51, 19.452457
3902.89, 19.438707
3908.28, 19.430622
3913.66, 19.421648
3919.04, 19.417791
3924.43, 19.409401
3929.81, 19.403341
3935.19, 19.398726
3940.58, 19.383602
3945.96, 19.381897
3951.34, 19.370808
3956.73, 19.359926
3962.11, 19.357285
3967.49, 19.342869
3972.88, 19.336832
3978.26, 19.333172
3983.64, 19.312857
3989.03, 19.311749
3994.41, 19.308441
3999.79, 19.297766
4005.18, 19.290867
4010.56, 19.280554
4015.94, 19.264278
4021.33, 19.261564
4026.71, 19.249090
4032.09, 19.244724
4037.48, 19.233717
4042.86, 19.230595
4048.24, 19.212313
4053.63, 19.216358
4059.01, 19.198521
4064.39, 19.200172
4069.78, 19.191174
4075.16, 19.184231
4080.54, 19.169973
4085.93, 19.170145
4091.31, 19.162455
4096.69, 19.150007
4102.08, 19.143522
4107.46, 19.129169
4112.84, 19.108425
4118.23, 19.114094
4123.61, 19.105127
4128.99, 19.102438
4134.38, 19.090364
4139.76, 19.084690
4145.14, 19.083735
4150.52, 19.080473
4155.91, 19.050411
4161.29, 19.055914
4166.67, 19.037203
4172.06, 19.031624
4177.44, 19.020805
4182.82, 19.017708
4188.21, 19.005798
4193.59, 19.000076
4198.97, 18.994398
4204.36, 18.993031
4209.74, 18.981335
4215.12, 18.972198
4220.51, 18.970798
4225.89, 18.947710
4231.27, 18.945889
4236.66, 18.936966
4242.04, 18.935589
4247.42, 18.924612
4252.81, 18.916229
4258.19, 18.906183
4263.57, 18.896130
4268.96, 18.890060
4274.34, 18.883923
4279.72, 18.871006
4285.11, 18.857988
4290.49, 18.858259
4295.87, 18.852854
4301.26, 18.843525
4306.64, 18.840073
4312.02, 18.838692
4317.41, 18.817646
4322.79, 18.814323
4328.17, 18.798443
4333.56, 18.788177
4338.94, 18.788076
4344.32, 18.782562
4349.71, 18.772926
4355.09, 18.760525
4360.47, 18.760052
4365.86, 18.749121
4371.24, 18.743160
4376.62, 18.724503
4382.01, 18.725838
4387.39, 18.719385
4392.77, 18.704472
4398.16, 18.697624
4403.54, 18.688530
4408.92, 18.684280
4414.31, 18.674267
4419.69, 18.668243
4425.07, 18.663364
4430.46, 18.647650
4435.84, 18.643003
4441.22, 18.639935
4446.61, 18.625761
4451.99, 18.615013
4457.37, 18.606865
4462.76, 18.599613
4468.14, 18.593298
4473.52, 18.590754
4478.91, 18.584103
4484.29, 18.577555
4489.67, 18.570162
4495.06, 18.556595
4500.44, 18.553001
4505.82, 18.546051
4511.21, 18.537926
4516.59, 18.532543
4521.97, 18.520893
4527.36, 18.515285
4532.74, 18.505503
4538.12, 18.491901
4543.51, 18.486864
4548.89, 18.481661
4554.27, 18.472456
4559.66, 18.473082
4565.04, 18.457195
4570.42, 18.459595
4575.81, 18.441439
4581.19, 18.438454
4586.57, 18.425179
4591.96, 18.415138
4597.34, 18.410351
4602.72, 18.407335
4608.11, 18.407799
4613.49, 18.391136
4618.87, 18.379910
4624.26, 18.378014
4629.64, 18.370770
4635.02, 18.361355
4640.41, 18.355429
4645.79, 18.343515
4651.17, 18.326803
4656.56, 18.336182
4661.94, 18.320072
4667.32, 18.311508
4672.71, 18.305019
4678.09, 18.294939
4683.47, 18.290171
4688.85, 18.278196
4694.24, 18.275509
4699.62, 18.266705
4705.00, 18.247099
4710.39, 18.248756
4715.77, 18.245527
4721.15, 18.237152
4726.54, 18.220310
4731.92, 18.216850
4737.30, 18.208340
4742.69, 18.209116
4748.07, 18.194466
4753.45, 18.190798
4758.84, 18.186241
4764.22, 18.178404
4769.60, 18.167242
4774.99, 18.161562
4780.37, 18.148237
4785.75, 18.146374
4791.14, 18.146751
4796.52, 18.131575
4801.90, 18.118513
4807.29, 18.119062
4812.67, 18.101343
4818.05, 18.098621
4823.44, 18.097715
4828.82, 18.091085
4834.20, 18.077963
4839.59, 18.063419
4844.97, 18.061605
4850.35, 18.058920
4855.74, 18.045654
4861.12, 18.040665
4866.50, 18.029503
4871.89, 18.030056
4877.27, 18.023357
4882.65, 18.020025
4888.04, 17.998255
4893.42, 17.994894
4898.80, 17.989838
4904.19, 17.988129
4909.57, 17.977217
4914.95, 17.966921
4920.34, 17.950258
4925.72, 17.944124
4931.10, 17.947716
4936.49, 17.939817
4941.87, 17.921293
4947.25, 17.926092
4952.64, 17.914593
4958.02, 17.902338
4963.40, 17.901270
4968.79, 17.886953
4974.17, 17.885130
4979.55, 17.866495
4984.94, 17.884428
4990.32, 17.860073
4995.70, 17.848780
5001.09, 17.848808
5006.47, 17.839266
5011.85, 17.836472
5017.24, 17.826317
5022.62, 17.818186
5028.00, 17.808500
5033.39, 17.807755
5038.77, 17.801371
5044.15, 17.789688
5049.54, 17.784224
5054.92, 17.774281
5060.30, 17.760906
5065.69, 17.760637
5071.07, 17.751936
5076.45, 17.741541
5081.84, 17.734488
5087.22, 17.727446
5092.60, 17.728935
5097.99, 17.717474
5103.37, 17.707090
5108.75, 17.692726
5114.14, 17.690248
5119.52, 17.691935
5124.90, 17.678280
5130.29, 17.678528
5135.67, 17.665039
5141.05, 17.655649
5146.44, 17.650080
5151.82, 17.647619
5157.20, 17.643145
5162.59, 17.617229
5167.97, 17.627943
5173.35, 17.615696
5178.74, 17.608583
5184.12, 17.599514
5189.50, 17.594118
5194.89, 17.583345
5200.27, 17.583202
5205.65, 17.571087
5211.04, 17.569639
5216.42, 17.555702
5221.80, 17.539902
5227.19, 17.544279
5232.57, 17.525982
5237.95, 17.532475
5243.33, 17.520817
5248.72, 17.508867
5254.10, 17.511097
5259.48, 17.499460
5264.87, 17.498703
5270.25, 17.480944
5275.63, 17.479147
5281.02, 17.469101
5286.40, 17.465813
5291.78, 17.466135
5297.17, 17.448866
5302.55, 17.440599
5307.93, 17.435455
5313.32, 17.433605
5318.70, 17.419596
5324.08, 17.419067
5329.47, 17.411497
5334.85, 17.398657
5340.23, 17.393732
5345.62, 17.383425
5351.00, 17.383547
5356.38, 17.366753
5361.77, 17.369621
5367.15, 17.356689
5372.53, 17.350203
5377.92, 17.344131
5383.30, 17.336586
5388.68, 17.329454
5394.07, 17.314873
5399.45, 17.312693
5404.83, 17.317184
5410.22, 17.299999
5415.60, 17.287832
5420.98, 17.283281
5426.37, 17.283802
5431.75, 17.278521
5437.13, 17.263451
5442.52, 17.267673
5447.90, 17.252539
5453.28, 17.241711
5458.67, 17.241068
5464.05, 17.241905
5469.43, 17.227161
5474.82, 17.212658
5480.20, 17.213272
5485.58, 17.201601
5490.97, 17.198362
5496.35, 17.191086
5501.73, 17.185440
5507.12, 17.178507
5512.50, 17.175621
5517.88, 17.169495
5523.27, 17.157959
5528.65, 17.149778
5534.03, 17.138584
5539.42, 17.144449
5544.80, 17.131134
5550.18, 17.123663
5555.57, 17.116838
5560.95, 17.103647
5566.33, 17.108711
5571.72, 17.090624
5577.10, 17.080353
5582.48, 17.082756
5587.87, 17.074430
5593.25, 17.065962
5598.63, 17.063322
5604.02, 17.059137
5609.40, 17.048853
5614.78, 17.035994
5620.17, 17.030514
5625.55, 17.027128
5630.93, 17.016262
5636.32, 17.017065
5641.70, 17.002119
5647.08, 16.992014
5652.47, 16.989962
5657.85, 16.983938
5663.23, 16.980236
5668.62, 16.966936
5674.00, 16.961521
5679.38, 16.957470
5684.77, 16.957947
5690.15, 16.940538
5695.53, 16.936443
5700.92, 16.930313
5706.30, 16.929420
5711.68, 16.922367
5717.07, 16.904488
5722.45, 16.899981
5727.83, 16.893814
5733.22, 16.885777
5738.60, 16.887472
5743.98, 16.874573
5749.37, 16.866142
5754.75, 16.875851
5760.13, 16.851885
5765.52, 16.845510
5770.90, 16.845589
5776.28, 16.838179
5781.67, 16.827892
5787.05, 16.824215
5792.43, 16.821762
5797.81, 16.809376
5803.20, 16.812584
5808.58, 16.792715
5813.96, 16.790705
5819.35, 16.781244
5824.73, 16.773174
5830.11, 16.761631
5835.50, 16.765099
5840.88, 16.760979
5846.26, 16.751013
5851.65, 16.744850
5857.03, 16.736216
5862.41, 16.729971
5867.80, 16.727505
5873.18, 16.719492
5878.56, 16.709484
5883.95, 16.710613
5889.33, 16.702848
5894.71, 16.691111
5900.10, 16.686495
5905.48, 16.670155
5910.86, 16.668682
5916.25, 16.666698
5921.63, 16.659155
5927.01, 16.652374
5932.40, 16.643366
5937.78, 16.638512
5943.16, 16.625536
5948.55, 16.623312
5953.93, 16.611507
5959.31, 16.615746
5964.70, 16.602451
5970.08, 16.597862
5975.46, 16.582846
5980.85, 16.579679
5986.23, 16.576464
5991.61, 16.568350
5997.00, 16.564302
6002.38, 16.560013
6007.76, 16.555561
6013.15, 16.547018
6018.53, 16.538794
6023.91, 16.533207
6029.30, 16.515835
6034.68, 16.516762
6040.06, 16.511564
6045.45, 16.509506
6050.83, 16.495560
6056.21, 16.494381
6061.60, 16.490391
6066.98, 16.479065
6072.36, 16.470324
6077.75, 16.470051
6083.13, 16.454132
6088.51, 16.451288
6093.90, 16.452030
6099.28, 16.435663
6104.66, 16.437061
6110.05, 16.417723
6115.43, 16.420633
6120.81, 16.410120
6126.20, 16.406740
6131.58, 16.404795
6136.96, 16.395767
6142.35, 16.386093
6147.73, 16.381216
6153.11, 16.365955
6158.50, 16.376411
6163.88, 16.371382
6169.26, 16.356663
6174.65, 16.347876
6180.03, 16.348354
6185.41, 16.337297
6190.80, 16.330290
6196.18, 16.326031
6201.56, 16.322607
6206.95, 16.314371
6212.33, 16.300386
6217.71, 16.298662
6223.10, 16.288197
6228.48, 16.284590
6233.86, 16.288723
6239.25, 16.272110
6244.63, 16.262932
6250.01, 16.269463
6255.40, 16.256777
6260.78, 16.249237
6266.16, 16.237999
6271.55, 16.240549
6276.93, 16.227283
6282.31, 16.224918
6287.70, 16.211887
6293.08, 16.207409
6298.46, 16.206793
6303.85, 16.202669
6309.23, 16.190058
6314.61, 16.179987
6320.00, 16.175554
6325.38, 16.175449
6330.76, 16.164291
6336.15, 16.159855
6341.53, 16.152456
6346.91, 16.151976
6352.29, 16.143211
6357.68, 16.139269
6363.06, 16.132679
6368.44, 16.121017
6373.83, 16.118589
6379.21, 16.115747
6384.59, 16.108644
6389.98, 16.097691
6395.36, 16.096205
6400.74, 16.090555
6406.13, 16.089039
6411.51, 16.069220
6416.89, 16.065735
6422.28, 16.048216
6427.66, 16.047491
6433.04, 16.052305
6438.43, 16.050030
6443.81, 16.031630
6449.19, 16.026491
6454.58, 16.025703
6459.96, 16.022919
6465.34, 16.008654
6470.73, 16.002810
6476.11, 15.996819
6481.49, 15.993834
6486.88, 15.984809
6492.26, 15.982184
6497.64, 15.978761
6503.03, 15.965249
6508.41, 15.966764
6513.79, 15.953705
6519.18, 15.952201
6524.56, 15.939337
6529.94, 15.937080
6535.33, 15.930357
6540.71, 15.921553
6546.09, 15.917864
6551.48, 15.909591
6556.86, 15.903121
6562.24, 15.901492
6567.63, 15.896870
6573.01, 15.886027
6578.39, 15.876821
6583.78, 15.873667
6589.16, 15.869295
6594.54, 15.852962
6599.93, 15.863276
6605.31, 15.855820
6610.69, 15.855253
6616.08, 15.830939
6621.46, 15.835693
6626.84, 15.827744
6632.23, 15.821548
6637.61, 15.820520
6642.99, 15.810885
6648.38, 15.796538
6653.76, 15.791939
6659.14, 15.794604
6664.53, 15.782835
6669.91, 15.779449
6675.29, 15.769908
6680.68, 15.771017
6686.06, 15.756524
6691.44, 15.753055
6696.83, 15.751558
6702.21, 15.747352
6707.59, 15.743170
6712.98, 15.727165
6718.36, 15.724084
6723.74, 15.722123
6729.13, 15.705652
6734.51, 15.702782
6739.89, 15.696655
6745.28, 15.697680
6750.66, 15.690972
6756.04, 15.681573
6761.43, 15.674189
6766.81, 15.663978
6772.19, 15.662618
6777.58, 15.650104
6782.96, 15.652537
6788.34, 15.654152
6793.73, 15.645325
6799.11, 15.635201
6804.49, 15.624726
6809.88, 15.615068
6815.26, 15.605707
6820.64, 15.610540
6826.03, 15.607574
6831.41, 15.592848
6836.79, 15.588690
6842.18, 15.592792
6847.56, 15.575237
6852.94, 15.573586
6858.33, 15.571511
6863.71, 15.556500
6869.09, 15.557852
6874.48, 15.545169
6879.86, 15.535825
6885.24, 15.537305
6890.63, 15.535056
6896.01, 15.524098
6901.39, 15.517537
